ts,data_presenceSensor_3,data_temperatureSensor_0,data_humiditySensor_1
2022-02-18 10:55:24,2,0,0
2022-02-18 11:00:24,1,0,0
2022-02-18 11:05:24,1,0,0
2022-02-18 11:10:24,1,0,0
2022-02-18 11:15:24,0,0,0
2022-02-18 11:20:24,1,0,0
2022-02-18 11:25:24,3,0,0
2022-02-18 11:30:24,0,0,0
2022-02-18 11:35:24,2,0,0
2022-02-18 11:40:24,1,0,0
2022-02-18 11:45:24,3,0,0
2022-02-18 11:50:24,0,0,0
2022-02-18 11:55:23,0,0,0
2022-02-18 12:00:24,1,0,0
2022-02-18 12:05:24,0,0,0
2022-02-18 12:10:24,2,0,0
2022-02-18 12:15:23,2,0,0
2022-02-18 12:20:23,0,0,0
2022-02-18 12:25:23,0,0,0
2022-02-18 12:30:23,0,0,0
2022-02-18 12:35:23,0,0,0
2022-02-18 12:40:23,5,0,0
2022-02-18 12:45:23,5,0,0
2022-02-18 12:50:23,1,0,0
2022-02-18 12:55:23,0,0,0
2022-02-18 13:00:23,1,0,0
2022-02-18 13:05:23,5,0,0
2022-02-18 13:10:23,4,0,0
2022-02-18 13:15:23,3,0,0
2022-02-18 13:20:23,5,0,0
2022-02-18 13:25:23,0,0,0
2022-02-18 13:30:23,0,0,0
2022-02-18 13:35:23,0,0,0
2022-02-18 13:40:23,4,0,0
2022-02-18 13:45:23,0,0,0
2022-02-18 13:50:23,0,0,0
2022-02-18 13:55:23,2,0,0
2022-02-18 14:00:23,1,0,0
2022-02-18 14:05:23,6,0,0
2022-02-18 14:10:23,7,0,0
2022-02-18 14:15:23,1,0,0
2022-02-18 14:20:23,0,0,0
2022-02-18 14:25:23,0,0,0
2022-02-18 14:30:23,0,0,0
2022-02-18 14:35:23,0,0,0
2022-02-18 14:40:23,0,0,0
2022-02-18 14:45:23,0,0,0
2022-02-18 14:50:23,0,0,0
2022-02-18 14:55:23,0,0,0
2022-02-18 15:00:23,0,0,0
2022-02-18 15:05:23,1,0,0
2022-02-18 15:10:23,3,0,0
2022-02-18 15:15:23,2,0,0
2022-02-18 15:20:23,0,0,0
2022-02-18 15:25:23,0,0,0
2022-02-18 15:30:23,0,0,0
2022-02-18 15:35:23,0,0,0
2022-02-18 15:40:23,0,0,0
2022-02-18 15:45:23,0,0,0
2022-02-18 15:50:23,0,0,0
2022-02-18 15:55:23,0,0,0
2022-02-18 16:00:23,0,0,0
2022-02-18 16:05:23,0,0,0
2022-02-18 16:10:23,0,0,0
2022-02-18 16:15:23,0,0,0
2022-02-18 16:20:23,2,0,0
2022-02-18 16:25:23,3,0,0
2022-02-18 16:30:23,2,0,0
2022-02-18 16:35:23,1,0,0
2022-02-18 16:40:23,5,0,0
2022-02-18 16:45:23,2,0,0
2022-02-18 16:50:23,1,0,0
2022-02-18 16:55:23,1,0,0
2022-02-18 17:00:23,0,0,0
2022-02-18 17:05:23,2,0,0
2022-02-18 17:10:24,0,0,0
2022-02-18 17:15:23,0,0,0
2022-02-18 17:20:23,0,0,0
2022-02-18 17:25:24,1,0,0
2022-02-18 17:30:23,0,0,0
2022-02-18 17:35:23,0,0,0
2022-02-18 17:40:23,0,0,0
2022-02-18 17:45:23,4,0,0
2022-02-18 17:50:23,2,0,0
2022-02-18 17:55:23,3,0,0
2022-02-18 18:00:23,3,0,0
2022-02-18 18:05:23,0,0,0
2022-02-18 18:10:23,1,0,0
2022-02-18 18:15:23,0,0,0
2022-02-18 18:20:23,0,0,0
2022-02-18 18:25:23,2,0,0
2022-02-18 18:30:23,3,0,0
2022-02-18 18:35:23,0,0,0
2022-02-18 18:40:23,0,0,0
2022-02-18 18:45:23,1,0,0
2022-02-18 18:50:23,0,0,0
2022-02-18 18:55:23,0,0,0
2022-02-18 19:00:23,0,0,0
2022-02-18 19:05:23,0,0,0
2022-02-18 19:10:23,0,0,0
2022-02-18 19:15:23,1,0,0
2022-02-18 19:20:23,0,0,0
2022-02-18 19:25:23,0,0,0
2022-02-18 19:30:23,0,0,0
2022-02-18 19:35:23,0,0,0
2022-02-18 19:40:23,0,0,0
2022-02-18 19:45:23,0,0,0
2022-02-18 19:50:23,0,0,0
2022-02-18 19:55:23,0,0,0
2022-02-18 20:00:23,0,0,0
2022-02-18 20:05:23,5,0,0
2022-02-18 20:10:23,6,0,0
2022-02-18 20:15:23,5,0,0
2022-02-18 20:20:23,0,0,0
2022-02-18 20:25:23,0,0,0
2022-02-18 20:30:23,0,0,0
2022-02-18 20:35:23,0,0,0
2022-02-18 20:40:23,1,0,0
2022-02-18 20:45:23,0,0,0
2022-02-18 20:50:23,0,0,0
2022-02-18 20:55:23,0,0,0
2022-02-18 21:00:23,0,0,0
2022-02-18 21:05:23,0,0,0
2022-02-18 21:10:23,0,0,0
2022-02-18 21:15:23,0,0,0
2022-02-18 21:20:23,0,0,0
2022-02-18 21:25:23,0,0,0
2022-02-18 21:30:23,0,0,0
2022-02-18 21:35:23,0,0,0
2022-02-18 21:40:23,0,0,0
2022-02-18 21:45:23,0,0,0
2022-02-18 21:50:23,0,0,0
2022-02-18 21:55:23,0,0,0
2022-02-18 22:00:23,0,0,0
2022-02-18 22:05:22,0,0,0
2022-02-18 22:10:22,0,0,0
2022-02-18 22:15:22,0,0,0
2022-02-18 22:20:22,0,0,0
2022-02-18 22:25:22,0,0,0
2022-02-18 22:30:22,0,0,0
2022-02-18 22:35:22,0,0,0
2022-02-18 22:40:23,0,0,0
2022-02-18 22:45:22,0,0,0
2022-02-18 22:50:22,0,0,0
2022-02-18 22:55:22,0,0,0
2022-02-18 23:00:22,1,0,0
2022-02-18 23:05:22,1,0,0
2022-02-18 23:10:22,0,0,0
2022-02-18 23:15:23,0,0,0
2022-02-18 23:20:22,3,0,0
2022-02-18 23:25:22,0,0,0
2022-02-18 23:30:22,0,0,0
2022-02-18 23:35:22,0,0,0
2022-02-18 23:40:22,0,0,0
2022-02-18 23:45:22,0,0,0
2022-02-18 23:50:22,0,0,0
2022-02-18 23:55:23,0,0,0
2022-02-19 00:00:22,0,0,0
2022-02-19 00:05:22,0,0,0
2022-02-19 00:10:22,0,0,0
2022-02-19 00:15:22,0,0,0
2022-02-19 00:20:22,0,0,0
2022-02-19 00:25:22,0,0,0
2022-02-19 00:30:22,0,0,0
2022-02-19 00:35:22,0,0,0
2022-02-19 00:40:22,0,0,0
2022-02-19 00:45:22,0,0,0
2022-02-19 00:50:22,0,0,0
2022-02-19 00:55:22,0,0,0
2022-02-19 01:00:22,0,0,0
2022-02-19 01:05:22,0,0,0
2022-02-19 01:10:22,0,0,0
2022-02-19 01:15:22,0,0,0
2022-02-19 01:20:22,0,0,0
2022-02-19 01:25:22,0,0,0
2022-02-19 01:30:22,0,0,0
2022-02-19 01:35:22,0,0,0
2022-02-19 01:40:22,0,0,0
2022-02-19 01:45:22,0,0,0
2022-02-19 01:50:22,0,0,0
2022-02-19 01:55:22,0,0,0
2022-02-19 02:00:22,0,0,0
2022-02-19 02:05:22,4,0,0
2022-02-19 02:10:22,3,0,0
2022-02-19 02:15:22,0,0,0
2022-02-19 02:20:22,0,0,0
2022-02-19 02:25:22,0,0,0
2022-02-19 02:30:22,0,0,0
2022-02-19 02:35:22,0,0,0
2022-02-19 02:40:22,0,0,0
2022-02-19 02:45:22,0,0,0
2022-02-19 02:50:22,0,0,0
2022-02-19 02:55:22,0,0,0
2022-02-19 03:00:22,0,0,0
2022-02-19 03:05:22,0,0,0
2022-02-19 03:10:22,0,0,0
2022-02-19 03:15:22,0,0,0
2022-02-19 03:20:22,0,0,0
2022-02-19 03:25:22,0,0,0
2022-02-19 03:30:22,0,0,0
2022-02-19 03:35:22,0,0,0
2022-02-19 03:40:22,0,0,0
2022-02-19 03:45:22,0,0,0
2022-02-19 03:50:22,0,0,0
2022-02-19 03:55:22,0,0,0
2022-02-19 04:00:22,0,0,0
2022-02-19 04:05:22,0,0,0
2022-02-19 04:10:22,0,0,0
2022-02-19 04:15:22,0,0,0
2022-02-19 04:20:22,0,0,0
2022-02-19 04:25:22,0,0,0
2022-02-19 04:30:22,0,0,0
2022-02-19 04:35:22,0,0,0
2022-02-19 04:40:22,0,0,0
2022-02-19 04:45:22,0,0,0
2022-02-19 04:50:22,0,0,0
